ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.039556813685203786,0.633152208972589,0.37370752654089795,0.948843470918576,0.057587149995302844,0.15624736431451342,0.016497485127308954,-0.6958032112147294,-0.012288796681372283
